Beautiful Soup,Lxml,Regular expressions
0.04237794876098633,0.018273115158081055,0.008188009262084961
0.07339715957641602,0.02361607551574707,0.013199090957641602
0.1029820442199707,0.028661012649536133,0.01719808578491211
0.14296412467956543,0.033744096755981445,0.022439956665039062
0.17690801620483398,0.03976893424987793,0.02939605712890625
0.21231412887573242,0.048265933990478516,0.034754037857055664
0.24367117881774902,0.05546307563781738,0.03961992263793945
0.27791500091552734,0.06119108200073242,0.04568004608154297
0.3146491050720215,0.06887698173522949,0.05017805099487305
0.3585481643676758,0.07570815086364746,0.05495190620422363
0.3909940719604492,0.08115696907043457,0.06147503852844238
0.42692112922668457,0.0868079662322998,0.06602597236633301
0.4580521583557129,0.09478998184204102,0.06969189643859863
0.48836803436279297,0.10078310966491699,0.07303905487060547
0.5337131023406982,0.10589098930358887,0.07639002799987793
0.5737400054931641,0.11100292205810547,0.07997703552246094
0.6130990982055664,0.11916112899780273,0.08341407775878906
0.6471071243286133,0.12698912620544434,0.0877079963684082
0.6811881065368652,0.13207507133483887,0.09223294258117676
0.7194819450378418,0.1375429630279541,0.09563899040222168
0.7475621700286865,0.14324712753295898,0.09899497032165527
0.7788650989532471,0.14828705787658691,0.10320901870727539
0.8086540699005127,0.15342211723327637,0.1097559928894043
0.8359711170196533,0.15848302841186523,0.1144709587097168
0.8634660243988037,0.16406607627868652,0.11832189559936523
0.8965129852294922,0.17334914207458496,0.12369990348815918
0.9377460479736328,0.17953109741210938,0.1295928955078125
0.9660689830780029,0.1845560073852539,0.1340620517730713
0.9992201328277588,0.19402408599853516,0.13819503784179688
1.0377740859985352,0.2004859447479248,0.1415410041809082
1.0817060470581055,0.20552706718444824,0.1448650360107422
1.113142967224121,0.2113640308380127,0.14892196655273438
1.153325080871582,0.2203991413116455,0.1547400951385498
1.195369005203247,0.2265949249267578,0.15932703018188477
1.2331960201263428,0.23173999786376953,0.16311311721801758
1.2616980075836182,0.23691010475158691,0.1664600372314453
1.289708137512207,0.24199199676513672,0.17018699645996094
1.323310136795044,0.24706101417541504,0.17384910583496094
1.356806993484497,0.2521049976348877,0.17719292640686035
1.3944289684295654,0.2571909427642822,0.18073797225952148
1.4347801208496094,0.26223301887512207,0.18645095825195312
1.4637961387634277,0.2677769660949707,0.19240999221801758
1.5040810108184814,0.2728891372680664,0.19693994522094727
1.535701036453247,0.27793192863464355,0.20029997825622559
1.5679099559783936,0.28327512741088867,0.20493292808532715
1.608572006225586,0.2922091484069824,0.20828795433044434
1.6423640251159668,0.29858899116516113,0.211622953414917
1.674532175064087,0.303631067276001,0.21519899368286133
1.7154700756072998,0.3087141513824463,0.21873998641967773
1.7466330528259277,0.31381797790527344,0.22258591651916504
1.7864799499511719,0.31922006607055664,0.22593998908996582
1.8195300102233887,0.3243229389190674,0.22989296913146973
1.8520901203155518,0.329334020614624,0.23665904998779297
1.8895330429077148,0.3348500728607178,0.24311399459838867
1.9293360710144043,0.34400105476379395,0.2478649616241455
1.9614510536193848,0.35018491744995117,0.25198888778686523
1.992387056350708,0.3552119731903076,0.2566959857940674
2.038619041442871,0.3603179454803467,0.2602269649505615
2.072883129119873,0.36544203758239746,0.2641410827636719
2.106727123260498,0.37050414085388184,0.26749300956726074
2.142367124557495,0.3755760192871094,0.2710239887237549
2.1778981685638428,0.38060903549194336,0.2743489742279053
2.2151639461517334,0.38663411140441895,0.2789599895477295
2.2481250762939453,0.3955080509185791,0.2853109836578369
2.277851104736328,0.4015359878540039,0.2900729179382324
2.3150370121002197,0.40663695335388184,0.2936880588531494
2.3603081703186035,0.41162610054016113,0.29706811904907227
2.3998820781707764,0.4167170524597168,0.3009469509124756
2.4299819469451904,0.42203211784362793,0.3050570487976074
2.458019971847534,0.4271259307861328,0.308398962020874
2.4939379692077637,0.43227100372314453,0.31205105781555176
2.5281989574432373,0.437593936920166,0.31552910804748535
2.562994956970215,0.44275712966918945,0.31894898414611816
2.5928990840911865,0.44777894020080566,0.32230710983276367
2.628035068511963,0.45276498794555664,0.32562899589538574
2.674160957336426,0.4578430652618408,0.3292849063873291
2.7175769805908203,0.4628429412841797,0.33268094062805176
2.753556966781616,0.468001127243042,0.33652710914611816
2.79380202293396,0.47310805320739746,0.3432159423828125
2.8214399814605713,0.47810912132263184,0.34804511070251465
2.849421977996826,0.48315000534057617,0.35244107246398926
2.8806490898132324,0.48870110511779785,0.3572690486907959
2.9214701652526855,0.4938321113586426,0.3621029853820801
2.953207015991211,0.49928903579711914,0.36647510528564453
2.9888429641723633,0.5043489933013916,0.3699960708618164
3.0269250869750977,0.5096919536590576,0.37359189987182617
